run_id,run_ts,model,window_start,window_end,window_n,model_version,reference_window,metric_kind,feature,value,reference,band,alert
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,provider_prior_rejection_rate,0.029264475743348978,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,insurance_provider,0.008608786798322521,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,prior_visit_count,0.007594660722808439,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,prior_visit_count,0.0244913928012519,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,visit_type,0.007252512898255056,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,provider_prior_claim_count,0.007138600749185778,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,provider_prior_claim_count,0.020610328638497655,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,age_band,0.007026792750129369,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,prior_high_risk_count,0.005986345770743829,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,prior_high_risk_count,0.01131455399061021,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,doctor_load_30d,0.005494177771015308,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,doctor_load_30d,0.009890453834115798,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,days_since_last_visit,0.005308657314866315,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,days_since_last_visit,0.03137483311258982,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,city,0.005151570234932073,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,chronic_flag,0.0048140255013034185,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,chronic_flag,0.03471048513302033,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,department,0.004567459410800822,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,prior_rejection_rate,0.004039714956176106,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,prior_rejection_rate,0.020088722932324832,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,prior_rejection_count,0.0030067311732774214,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,prior_rejection_count,0.019280125195618114,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,day_of_week,0.002654454319029919,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,day_of_week,0.011768388106416228,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,gender,0.0020405069579861913,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,billed_at_floor,0.0019386498517380336,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,month,0.0017811959567058861,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_ks,month,0.01918622848200313,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,billed_band,0.0006593089890518104,0.0,stable,False
937463b9-54c9-43ee-a543-27d3a05b38f3,2026-09-04 11:32:51.742700+00:00,B,2026-08-21 11:43:09.435717+00:00,2026-08-28 11:20:46.927393+00:00,900,1.0.0,phase3-test 2025-11-20..2026-01-20,feature_psi,los_at_floor,0.0005575180025725199,0.0,stable,False
